base_spirits,name,url,name_words,description,image,ingredients,Length
['rum'],rhyme and reason,https://www.thespruceeats.com/rhyme-and-reason-cocktail-recipe-760556,"['rhyme', 'and', 'reason']","The Rhube is an absolutely amazing cocktail that features XUXU Strawberry Liqueur and a splash of fresh rhubarb soda. This drink was created by Allen Katz, Director of Mixology and Education of Southern Wine & Spirits and host of Martha Stewart Living Radio's show, ""Cocktail Hour."" The drink is easy and the pairing of strawberry and rhubarb is a natural fit. Here they are worked into a perfect balance and The Rhube is perfect for any spring or summer party. Find more tips below the recipe.",https://www.thespruceeats.com/thmb/okHqDtNHymc4qDaA-WYhaB8Pju8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Rhube_martini-56a174893df78cf7726acb1d.jpg,"['2 ounces XUXU Strawberry Liqueur', '1 ounce Gran Centenario Reposado Tequila', '1/2 ounce fresh lime juice', '1/2 ounce simple syrup', 'Fanned strawberry for garnish', '-----', 'For Rhubarb Soda:', '6 cups chopped rhubarb stalks', '1 1/2 cup sugar', '1 cup waterClub soda']",10
['vodka'],roasted toasted almond,https://www.thespruceeats.com/roasted-almond-roasted-toasted-almond-cocktails-759835,"['roasted', 'toasted', 'almond']","Sean Kenyon of Steuben's in Denver, Colorado put together this delightful autumn cocktail that features a great cachaca, Boca Loca. The Rhyme & Reason is mostly made up of ingredients that we would think of as more tropical, but it is the cinnamon-infused simple syrup that gives it the cool weather taste. Making the syrup is very easy and there is a link to instructions in the recipe below. Once you have a batch made up you can use it as a substitute for plain syrup to add that autumn spin on almost any of your other favorite cocktails.",https://www.thespruceeats.com/thmb/PgO0mIkbNSkNtOvcGmj7yE8NNNE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rhyme_reason-56a175583df78cf7726ad284.jpg,"['1 1/2 ounces cachaca (Boca Loca)', '1/2 ounce orange liqueur (Aperol)', '3/4 ounce cinnamon simple syrup', '1/2 ounce lime juice (fresh)', '1 ounce grapefruit juice (fresh)', 'Garnish: 1 lime wheel']",6
['whiskey'],rob roy,https://www.thespruceeats.com/rob-roy-cocktail-recipe-759335,"['rob', 'roy']","Almond and coffee come together in perfect harmony in the popular cocktail known as the toasted almond. This incredibly easy drink is a delicious delight and, if you want to kick it up a notch, add a shot of vodka to create a roasted toasted almond. Either of these delicious cocktails is a perfect way to shake up your white Russian routine. The mix is very simple, using amaretto and coffee liqueurs against a creamy base. It's irresistible and ideal for those times when you want a quick and satisfying drink. The gentler of the two mixed drinks, the toasted almond is a pleasant sipper for those times when you want a good drink that is light on the booze. It makes an excellent dessert drink as well and you can serve it ""up"" in a cocktail glass for a gentle, creamy martini.",https://www.thespruceeats.com/thmb/Ym4kMg_FGH1L4g7QrJRdMVRReVU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Toasted-Almond-Cocktail-5ad51f11c5542e00361b4dac.jpg,"['1 1/2 ounces amaretto liqueur', '1 1/2 ounces coffee liqueur', '1-2 ounces cream (or milk)']",3
['whiskey'],robert burns,https://www.thespruceeats.com/robert-burns-cocktail-recipe-761490,"['robert', 'burns']","The Rob Roy is, quite simply, a Scotch Manhattan. It is the choice of whiskey that distinguishes it from all other Manhattans and it is a nice way to spruce up a good Scotch. Keeping with the Manhattan recipe, the Rob Roy simply pairs your favorite Scotch with sweet vermouth. It is basic, easy, and one of those popular cocktails that every good bartender should know how to make. Whether you choose a blended or single malt Scotch is a matter of preference, though a blended whiskey is often the more popular choice. Either way, the simplicity of the drink allows the whiskey to shine through, so be sure to make a wise choice. This is one cocktail where your premium Scotch will not go to waste.",https://www.thespruceeats.com/thmb/12BL4Rk3X4djPd9n0WXWZZidwPM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rob-roy-cocktail-recipe-759335-Hero-5b8c5c8046e0fb00250afbb6.jpg,"['1 1/2 ounces Scotch whisky', '3/4 ounce sweet vermouth', 'Angostura bitters (to taste)', 'Garnish: Maraschino cherry']",4
['whiskey'],rock and rye,https://www.thespruceeats.com/how-to-make-rock-and-rye-whiskey-760286,"['rock', 'and', 'rye']","The Robert Burns is one of the great classic cocktails from the golden age of adult beverages. Most people would associate the drink with Robert Burns, the famed Scottish poet of the 1700s. According to A.S. Crockett's ""The Old Waldorf-Astoria Bar Book"", it may actually have been named after a cigar salesman who was a regular at the bar. The drink itself is a delightful, sophisticated mix that builds on the scotch-vermouth combination of the Rob Roy. The addition of absinthe brings in a nice contrasting flavor, though be sure to keep this accent to a dash, as it can easily overpower the drink. If absinthe is a bit too much for your taste, there is a variation called the Bobby Burns cocktail that you might find a bit more appealing. It is a Scottish tradition to celebrate the poet Burns' birthday on January 25th of each year during what is known as Burns Night. Whether this drink was actually named for him or not, it is a fantastic choice for the evening's libation.",https://www.thespruceeats.com/thmb/PHFisEafHSRwq9uUY7hfnFd1Cgk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RobertBurns-Cocktail-5c21fe5246e0fb00014521e7.jpg,"['2 ounces Scotch whisky', '3/4 ounce sweet vermouth', 'Dash orange bitters', 'Dash absinthe']",4
['rum'],rock lobster,https://www.thespruceeats.com/rock-lobster-cocktail-recipe-759792,"['rock', 'lobster']","Rock and rye whiskey is simply a combination of rye whiskey and rock candy accented with citrus and spices. It is an old-timey recipe that was enjoyed throughout the 19th century and was said to cure whatever ails you. Rock and rye has dipped in popularity over the years, but with the recent resurgence of rye whiskey, it has found a new following of fans. There are even a number of commercially produced rock and ryes available, but it's very easy to make it yourself. This allows you to tailor it to your own taste. This rock and rye recipe includes all of the popular elements in the traditional liquor. Most are very common ingredients; the only exception is  horehound. This herb has long been used to aid digestion and is likely one of the keys to rock and rye's original success as a medicinal tonic. You can follow this recipe with or without horehound; in fact, many versions leave it out. Rock and rye is an infusion and is ready to drink within a week. Once finished, enjoy it on its own or try it in your favorite whiskey cocktail (it makes an excellent John Collins).",https://www.thespruceeats.com/thmb/qTvDPnptiEroTyCbDnoUk7aGOtA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RockRye-ims246-046-56a1721a5f9b58b7d0bf5ab8.jpg,"['1 (750 milliliter) bottle of rye whiskey', '6-inch string of rock candy', '1 whole clove', '1 teaspoon horehound', '2 orange slices', '2 lemon slices', '1 dried apricot', '1 cinnamon stick']",8
['vodka'],rocky cucumber,https://www.thespruceeats.com/rocky-cucumber-cocktail-recipe-4064724,"['rocky', 'cucumber']","There are a few different cocktails that use the name rock lobster. You can choose from a banana-heavy blended drink, a whiskey highball with raspberry and cranberry, or a couple of fun party shots. They're all quite tasty and there's sure to be a rock lobster for any mood you're in. The frozen rock lobster is a delicious blend of fruity flavors. It's very tropical and features two types of rum; coconut rum is blended into the drink and dark rum is floated on top. The fruits include banana (liqueur and fresh), pineapple, orange, and pomegranate. This is a fun frozen drink for your summer blender adventures and it's a good one to play around with. If you like a little more coconut, add more rum or pour in some coconut milk or cream. An extra shot of pineapple gives it a nice boost and, for a drink that's a little sweeter, ramp up the grenadine. Have fun and make it your own!",https://www.thespruceeats.com/thmb/kzgVefHosDZocA2n5hBf9UgDAlY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RockLobster-200169699-001-56a170f13df78cf7726aabf3.jpg,"['1 1/2 ounce coconut rum', '3/4 ounce banana liqueur', '1/2 ounce grenadine', '1/2 banana (ripe)', 'Dash pineapple juice', 'Dash orange juice', '1 cup ice ', '1/4 ounce dark rum']",8
['whiskey'],rooster cocktail,https://www.thespruceeats.com/rooster-cocktail-recipe-761492,"['rooster', 'cocktail']","Are you ready for a garden-fresh cocktail with an affordable, crisp and organic vodka? If so, this Rocky Cucumber is the perfect drink for you and it's a great cocktail for spicing up (and cooling down) a hot summer afternoon. This Rocky Cucumber recipe is a signature drink of Leaf Vodka, a certified organic vodka produced in Michigan with the cleanest Alaskan and Rocky Mountain waters available. There's more on the vodkas below and I think that you'll want to hunt down a bottle of Leaf after reading that review. First up, the cocktail! This recipe plays off that favorite combination of cooling cucumber and spicy peppers. It's a pairing we see often in modern cocktails and reminds me of drinks like the Cucumber Mint Margarita and Fresa Caliente. The contrasting tastes are interesting and never cease to amaze those who enjoy these drinks. In the case of the Rocky Cucumber, 'hot pepper sauce' brings in the heat and that is a pretty broad ingredient. I used Cholula for my hot sauce because it's a personal favorite that I find useful in almost any spicy cocktail. Tabasco's bitterness and stronger heat would be another great option, though you could use almost any hot sauce you have in the pantry. Tip: Take it easy with the hot sauce! One dash too many can easily throw off the balance and burn the drink to the point where it's undrinkable. Once you have that perfect balance between the cool fruit and the spicy pepper, you will quickly discover why we love cocktails like this.",https://www.thespruceeats.com/thmb/jM8Hz_yS0LoTag9OOYc7E_HWuUY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/LeafVodka-RockyCucumberCocktail-579117de5f9b58cdf3c91d5a.jpg,"['2 ounces Leaf Vodka (Rocky Mountain Mineral Water)', '1 ounce lime juice', '3/4 ounce simple syrup', '3 cucumber slices', '3 dashes hot pepper sauceClub soda', 'Garnish: cucumber slice and an extra dash of hot sauce']",6
['vodka'],root beer float,https://www.thespruceeats.com/root-beer-float-recipe-759793,"['root', 'beer', 'float']","Spike your sarsaparilla with a bold bourbon and mix up the fun rooster cocktail! This easy mixed drink recipe is a ton of fun and has all the charm, gold, and grit found in the movie that inspired it. The rooster cocktail was created by mixologists at Wild Turkey Bourbon for the remake release of ""True Grit"" in 2012. Named after the lead character, Rooster Cogburn, the drink definitely has that old western movie saloon feel. Adding cinnamon schnapps to the whiskey-sarsaparilla mix brings in a really nice flavor, too. Just be sure that it's Goldschlager so you get some of that gold flake in your sudsy drink.",https://www.thespruceeats.com/thmb/PTZOkvAOkLzq-cCDWVppdn-QXa0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Rooster-Cocktail-e556aefc2fa7448dbd963bfb742b2bfb.jpg,"['1 1/2 ounces bourbon whiskey (Wild Turkey 101)', '1/2 ounce cinnamon schnapps (Goldschlager)', '4 ounces sarsaparilla', 'Garnish: kosher salt (for the rim)']",4
['tequila'],rosangel margarita,https://www.thespruceeats.com/rosangel-margarita-recipe-760863,"['rosangel', 'margarita']","When you're in the mood for a spiked root beer float, this is an excellent and easy recipe. You don't even need any ice cream (though it is a viable substitute) and it is utterly delicious. This root beer float recipe begins with a combination of vanilla vodka and Galliano, a gold-colored herbal liqueur that is dominated by the flavors of vanilla and anise. Rather than vanilla ice cream, regular cream is used, then it's all topped with root beer, just like the kid-friendly float. Everything that's great about the classic root beer float is here, so you're sure to enjoy it. And, if you want to go all out, be sure to add the whipped cream and cherry!",https://www.thespruceeats.com/thmb/aJ5H1zv5NPwktVrMWGf8jyHh9Bc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RootBeerFloat-76944001-56a172313df78cf7726ab75e.jpg,"['1 ounce Galliano', '1 ounce vanilla vodka', '1 ounce cream', '4 ounces root beer (to fill)', 'Garnish: whipped cream', 'Garnish: maraschino cherry']",6
['brandy'],rose,https://www.thespruceeats.com/rose-cocktail-recipe-759454,['rose'],"Hibiscus margaritas are fantastic and pretty popular, with most recipes using hibiscus tea. The Rosangel margarita is a little different because it features a spectacular hibiscus-infused tequila. Gran Centenario Tequila produces the pretty pink tequila and Rosangel is a beautiful base for this fruity margarita. Beyond the infused tequila, the recipe starts out much like the original margarita, with its orange liqueur and lime juice combination sweetened by agave nectar. From there, the drink gets small amounts of cranberry and orange juices, as well as ginger ale, to give it even more dimension. It's a lovely drink for summer and definitely a unique taste to shake up your margarita routine.",https://www.thespruceeats.com/thmb/sDHUPbBN8E8ho9pAIxnYdIxLofE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RosangelMargarita-126318832-56a171363df78cf7726aae34.jpg,"['1 1/2 ounces tequila (Rosangel Tequila)', '1/2 ounce orange liqueur', '1/2 ounce agave nectar', '1/2 ounce lime juice', '1/2 ounce orange juice', '1/2 ounce cranberry juice', 'Splash ginger ale']",7
